Williams,np
got,vbd
himself,ppl
a,at
permit,nn
to,to
carry,vb
a,at
gun,nn
and,cc
promised,vbd
an,at
orderly,jj
election,nn
Sheriff,nn
Felix,np
Tabb,np
said,vbd
the,at
ordinary,nn
apparently,rb
made,vbd
good,jj
his,pp
promise,nn
Everything,pn
went,vbd
real,ql
smooth,jj
the,at
sheriff,nn
said,vbd
There,ex
t,bedz
a,at
bit,nn
of,in
trouble,nn
Austin,np
Texas,np
Committee,nn
approval,nn
of,in
Price,np
s,np
abandoned,vbn
property,nn
act,nn
seemed,vbd
certain,jj
Thursday,nr
despite,in
the,at
adamant,jj
protests,nns
of,in
Texas,np
bankers,nns
Daniel,np
personally,rb
led,vbd
the,at
fight,nn
for,in
the,at
measure,nn
which,wdt
he,pps
had,hvd
watered,vbn
down,rp
considerably,rb
since,in
its,pp
rejection,nn
by,in
two,cd
previous,jj
Legislatures,nns
in,in
a,at
public,jj
hearing,nn
before,in
the,at
House,nn
Committee,nn
on,in
Revenue,nn
and,cc
Taxation,nn
Under,in
committee,nn
rules,nns
it,pps
went,vbd
automatically,rb
to,in
a,at
subcommittee,nn
for,in
one,cd
week,nn
But,cc
questions,nns
with,in
which,wdt
committee,nn
members,nns
taunted,vbd
bankers,nns
appearing,vbg
as,cs
witnesses,nns
left,vbd
little,ap
doubt,nn
that,cs
they,ppss
will,md
recommend,vb
passage,nn
of,in
it,ppo
Daniel,np
termed,vbd
extremely,rb
conservative,jj
his,pp
estimate,nn
that,cs
it,pps
would,md
produce,vb
17,cd
million,cd
dollars,nns
to,to
help,vb
erase,vb
an,at
anticipated,vbn
deficit,nn
of,in
63,cd
million,cd
dollars,nns
at,in
the,at
end,nn
of,in
the,at
current,jj
fiscal,jj
year,nn
next,ap
31,cd
He,pps
told,vbd
the,at
committee,nn
the,at
measure,nn
would,md
merely,rb
provide,vb
means,nns
of,in
enforcing,vbg
the,at
escheat,nn
law,nn
which,wdt
has,hvz
been,ben
on,in
the,at
books,nns
since,in
Texas,np
was,bedz
a,at
republic,nn
It,pps
permits,vbz
the,at
state,nn
to,to
take,vb
over,rp
bank,nn
accounts,nns
stocks,nns
and,cc
other,ap
personal,jj
property,nn
of,in
persons,nns
missing,vbg
for,in
seven,cd
years,nns
or,cc
more,ap
The,at
bill,nn
which,wdt
Daniel,np
said,vbd
he,pps
drafted,vbd
personally,rb
would,md
force,vb
banks,nns
insurance,nn
firms,nns
pipeline,nn
companies,nns
and,cc
other,ap
corporations,nns
to,to
report,vb
such,jj
property,nn
to,in
the,at
state,nn
treasurer,nn
The,at
escheat,nn
law,nn
cannot,md
be,be
enforced,vbn
now,rb
because,cs
it,pps
is,bez
almost,rb
impossible,jj
to,to
locate,vb
such,jj
property,nn
Daniel,np
declared,vbd
Dewey,np
Lawrence,np
a,at
Tyler,np
lawyer,nn
representing,vbg
the,at
Texas,np
Bankers,nns
Association,nn
sounded,vbd
the,at
opposition,nn
keynote,nn
when,wrb
he,pps
said,vbd
it,pps
would,md
force,vb
banks,nns
to,to
violate,vb
their,pp
contractual,jj
obligations,nns
with,in
depositors,nns
and,cc
undermine,vb
the,at
confidence,nn
of,in
bank,nn
customers,nns
If,cs
you,ppss
destroy,vb
confidence,nn
in,in
banks,nns
you,ppss
do,do
something,pn
to,in
the,at
economy,nn
he,pps
said,vbd
You,ppss
take,vb
out,rp
of,in
circulation,nn
many,ap
millions,nns
of,in
dollars,nns
Charles,np
Hughes,np
of,in
Sherman,np
sponsor,nn
of,in
the,at
bill,nn
said,vbd
a,at
failure,nn
to,to
enact,vb
it,pps
would,md
amount,vb
to,in
making,vbg
a,at
gift,nn
out,rp
of,in
the,at
pockets,nns
to,in
banks,nns
insurance,nn
and,cc
pipeline,nn
companies,nns
His,pp
contention,nn
was,bedz
denied,vbn
by,in
several,ap
bankers,nns
including,in
Scott,np
Hudson,np
of,in
Sherman,np
Gaynor,np
Jones,np
of,in
Houston,np
Brady,np
of,in
Harlingen,np
and,cc
Howard,np
Cox,np
of,in
Austin,np
Cox,np
argued,vbd
that,cs
the,at
bill,nn
is,bez
probably,rb
unconstitutional,jj
since,cs
he,pps
said,vbd
it,pps
would,md
impair,vb
contracts,nns
He,pps
also,rb
complained,vbd
that,cs
enough,ap
notice,nn
was,bedz
given,vbn
on,in
the,at
hearing,nn
since,cs
the,at
bill,nn
was,bedz
introduced,vbn
only,rb
last,ap
Monday,nr
Austin,np
Texas,np
Senators,nns
unanimously,rb
approved,vbd
Thursday,nr
the,at
bill,nn
of,in
George,np
Parkhouse,np
of,in
Dallas,np
authorizing,vbg
establishment,nn
of,in
day,nn
schools,nns
for,in
the,at
deaf,jj
in,in
Dallas,np
and,cc
the,at
four,cd
other,ap
largest,jjt
counties,nns
The,at
bill,nn
is,bez
designed,vbn
to,to
provide,vb
special,jj
schooling,nn
for,in
more,ap
deaf,jj
students,nns
in,in
the,at
scholastic,jj
age,nn
at,in
a,at
reduced,vbn
cost,nn
to,in
the,at
state,nn
There,ex
was,bedz
no,at
debate,nn
as,cs
the,at
Senate,nn
passed,vbd
the,at
bill,nn
on,in
to,in
the,at
House,nn
It,pps
would,md
authorize,vb
the,at
Texas,np
Education,nn
Agency,nn
to,to
establish,vb
wide,jj
day,nn
schools,nns
for,in
the,at
deaf,jj
in,in
counties,nns
of,in
000,cd
or,cc
more,ap
population,nn
require,vb
deaf,jj
children,nns
between,in
6,cd
and,cc
13,cd
years,nns
of,in
age,nn
to,to
attend,vb
the,at
day,nn
schools,nns
permitting,vbg
older,jjr
ones,nns
to,to
attend,vb
the,at
residential,jj
Texas,np
School,nn
for,in
the,at
Deaf,jj
here,rb
Operating,vbg
budget,nn
for,in
the,at
day,nn
schools,nns
in,in
the,at
five,cd
counties,nns
of,in
Dallas,np
Harris,np
Bexar,np
Tarrant,np
and,cc
El,np
Paso,np
would,md
be,be
500,nns
which,wdt
would,md
be,be
a,at
savings,nns
of,in
460,nns
yearly,rb
after,in
the,at
first,od
s,nn
capital,nn
outlay,nn
of,in
000,nns
was,bedz
absorbed,vbn
Parkhouse,np
told,vbd
the,at
Senate,nn
The,at
TEA,nn
estimated,vbd
there,ex
would,md
be,be
182,cd
scholastics,nns
to,to
attend,vb
the,at
day,nn
school,nn
in,in
Dallas,np
County,nn
saving,vbg
them,ppo
from,in
coming,vbg
to,in
Austin,np
to,to
live,vb
in,in
the,at
state,nn
deaf,jj
school,nn
Dallas,np
may,md
get,vb
to,to
hear,vb
a,at
debate,nn
on,in
horse,nn
race,nn
parimutuels,nns
soon,rb
between,in
Red,np
Berry,np
and,cc
Joe,np
Ratcliff,np
While,cs
details,nns
are,ber
still,rb
to,to
be,be
worked,vbn
out,rp
Ratcliff,np
said,vbd
he,pps
expects,vbz
to,to
tell,vb
home,nr
